Day,Susceptible,Exposed,Infected,Recovered,New_Exposed,New_Infections,New_Recoveries,Reported_Cases,Beta_Effective,Seasonality,Rt
280,25171,154,297,703317,3,47,20,25,0.5358459272869859,1.1876017886588253,0.018612096530682534
281,25167,126,301,703345,4,32,28,14,0.537824982243825,1.1919879920909087,0.018571639915081123
282,25166,98,309,703366,1,29,21,10,0.5396191751275765,1.1959644834725864,0.018630634086577502
283,25160,83,311,703385,6,21,19,6,0.5412246770396373,1.1995227767708534,0.018685322396496156
284,25157,70,305,703407,3,16,22,8,0.5426380617575192,1.20265527840849,0.01872965177308277
285,25153,58,303,703425,4,16,18,5,0.5438563130465707,1.2053553034691387,0.018769462557652394
286,25148,49,285,703457,5,14,32,2,0.5448768310967643,1.207617089963251,0.018801692504553758
287,25001,144,317,703477,2,52,20,16,0.5456974380708183,1.2094358111244659,0.01882626553470858
288,24999,112,329,703499,2,34,22,13,0.5463163827518026,1.2108075857101699,0.018737447008841366
289,24996,84,331,703528,3,31,29,17,0.5467323442803208,1.2117294862842662,0.01875021349476944
290,24993,58,335,703553,3,29,25,14,0.5469444349732853,1.2121995454644705,0.018755236167350406
291,24992,43,331,703573,1,16,20,6,0.5469522022182741,1.2122167601208036,0.018753251492979968
292,24988,31,325,703595,4,16,22,5,0.5467556294394239,1.211781093516321,0.01874576156708597
293,24986,29,299,703625,2,4,30,2,0.5463551361328026,1.2108934753855123,0.018729032390483253
294,24839,128,321,703651,2,48,26,19,0.5457515769711795,1.2095557999502005,0.018706845020230626
295,24838,102,318,703681,1,27,30,10,0.5449462399801089,1.2077709218771768,0.018569344835254974
296,24834,85,317,703703,4,21,22,9,0.5439408437892156,1.2055426501861985,0.018534339194413437
297,24831,70,307,703731,3,18,28,9,0.5427375339645519,1.202875740121349,0.018490359163764982
298,24830,60,297,703752,1,11,21,3,0.5413388784298498,1.1997758830031056,0.018440480877400717
299,24828,45,281,703785,2,17,33,8,0.5397478619864405,1.1962496940827771,0.018385543115573895
300,24827,34,272,703806,1,12,21,4,0.5379678799435365,1.1923046984252224,0.01832343518900501
301,24678,131,298,703832,4,52,26,27,0.5360027308724707,1.187949314849984,0.018255765982298697
